Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Category
80,8050803,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.981069093,0.496844849,2683601.0,4648129.815,8050799,1,8050803,2683601.0,4648129.815,8050799,1,0,0.0,0.0,0,0,0,0,80,0,0.496844849,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,4,24,0,0,256,-1,3,20,4.0,0.0,4,4,8050799.0,0.0,8050799,8050799,DDoS,DDoS
563,4,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,2000000.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,250000.0,250000.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,PortScan
21,250,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,56000.0,12000.0,125.0,65.05382387,171,79,250,250.0,0.0,250,250,0,0.0,0.0,0,0,1,0,64,20,8000.0,4000.0,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,Brute Force
80,115417220,16,15,364,2054,280,0,22.75,68.6163245882,1430,0,136.9333333333,391.4806082894,20.950080066,0.2685907701,3847240.66666667,4841888.15911167,10009810,6,115417220,7694481.33333333,4170924.09252827,10046440,196,110393372,7885240.85714286,4266552.42718625,10046647,48,0,0,332,444,0.1386274942,0.1299632758,0,1430,75.5625,273.7466379231,74937.2217741936,0,0,0,1,0,0,0,0,0,78.0,22.75,136.9333333333,16,364,15,2054,8192,343,15,20,40210.9090909091,11403.3331833683,74592,36630,9995550.09090909,4734.4602533875,10009810,9993969,BENIGN,BENIGN
21,4,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,64,0,500000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,Brute Force
80,531199,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,21888.21892,15.06026932,75885.57143,182876.8972,489172,43,41604,20802.0,28718.43481,41109,495,531133,132783.25,238392.3457,489172,187,0,0,72,112,5.647600993,9.412668322,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,98488645,7,6,369,11595,369,0,52.71428571,139.4688905,5792,0,1932.5,2537.820147,121.4759326,0.131994912,8207387.083,28400000.0,98500000,1,98500000,16400000.0,40200000.0,98500000,1,3366,673.2,1268.610539,2940,48,0,0,232,200,0.071074183,0.060920728,0,5792,854.5714286,1850.614481,3424773.956,0,0,0,0,1,0,0,0,0,920.3076923,52.71428571,1932.5,7,369,6,11595,251,235,1,32,5.0,0.0,5,5,98500000.0,0.0,98500000,98500000,DoS Hulk,DoS
80,1017,4,0,6,0,6,0,1.5,3.0,0,0,0.0,0.0,5899.705015,3933.136676,339.0,582.8353112,1012,2,1017,339.0,582.8353112,1012,2,0,0.0,0.0,0,0,0,0,116,0,3933.136676,0.0,0,6,1.2,2.683281573,7.2,0,0,0,0,1,0,0,0,0,1.5,1.5,0.0,4,6,0,0,251,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,DoS
56005,43,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,46511.6279069767,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,23255.8139534884,23255.8139534884,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,1,0,1,0,112,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
50448,2,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,6000000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,2,12,0,0,360,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
1971,24,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,333333.3333,83333.33333,24.0,0.0,24,24,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,41666.66667,41666.66667,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,PortScan
21,9664123,9,15,108,188,24,0,12.0,9.733961167,34,0,12.53333333,14.54975045,30.62874924,2.483412101,420179.2609,1092610.159,3452811,3,6615324,826915.5,1530002.652,3494302,264,9664002,690285.8571,1348886.553,3452811,3,0,0,296,488,0.931279538,1.552132563,0,34,11.84,12.69737506,161.2233333,0,0,0,1,0,0,0,0,1,12.33333333,12.0,12.53333333,9,108,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,Brute Force
50890,96,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,125000.0,20833.3333333333,96.0,0.0,96,96,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,10416.6666666667,10416.6666666667,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,1,6,1,6,32,32850,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
8888,139,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,57553.95683,14388.48921,139.0,0.0,139,139,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,7194.244604,7194.244604,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,PortScan
80,84069458,7,6,335,11595,335,0,47.85714286,126.6180985,7240,0,1932.5,2695.639126,141.9064698,0.154634041,7005788.167,24200000.0,83900000,1,83900000,14000000.0,34300000.0,83900000,1,146777,29355.4,58892.25541,134302,117,0,0,232,200,0.083264484,0.071369557,0,7240,852.1428571,1935.217136,3745065.363,0,0,0,0,1,0,0,0,0,917.6923077,47.85714286,1932.5,7,335,6,11595,274,235,1,32,1013.0,0.0,1013,1013,83900000.0,0.0,83900000,83900000,DoS Hulk,DoS
80,115112910,18,20,677,13740,666,0,37.61111111,156.8259203,3520,0,687.0,1079.361897,125.2422513,0.330110671,3111159.73,4610190.17,10000000,48,115000000,6771347.647,4668818.31,10000000,274,110000000,5805638.105,5083809.928,10000000,48,0,0,372,544,0.156368213,0.173742459,0,3520,369.6666667,838.0566911,702339.0175,0,0,0,1,0,0,0,0,1,379.3947368,37.61111111,687.0,18,677,20,13740,8192,288,12,20,26102.90909,8080.694778,50460,23499,10000000.0,5299.279882,10000000,9992791,BENIGN,BENIGN
80,2963,6,0,6,0,6,0,1.0,2.449489743,0,0,0.0,0.0,2024.974688,2024.974688,592.6,540.2044058,1005,1,2963,592.6,540.2044058,1005,1,0,0.0,0.0,0,0,0,0,180,0,2024.974688,0.0,0,6,0.857142857,2.267786838,5.142857143,0,0,0,0,1,0,0,0,0,1.0,1.0,0.0,6,6,0,0,251,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,DoS
21,259,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,54054.05405,11583.01158,129.5,116.6726189,212,47,259,259.0,0.0,259,259,0,0.0,0.0,0,0,1,0,64,20,7722.007722,3861.003861,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,Brute Force
1494,23,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,260869.5652,86956.52174,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,43478.26087,43478.26087,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,PortScan
51332,4,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,7750000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,64,0,500000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,2,31,0,0,63,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
21,231,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,60606.06061,12987.01299,115.5,85.55992052,176,55,231,231.0,0.0,231,231,0,0.0,0.0,0,0,1,0,64,20,8658.008658,4329.004329,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,Brute Force
51229,12,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,1000000.0,166666.666666667,12.0,0.0,12,12,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,83333.3333333333,83333.3333333333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,1,6,1,6,351,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
80,1216645,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,9556.608542,7.397392008,152080.625,419947.2369,1191186,11,24956,12478.0,16945.1069,24460,496,1216545,243309.0,529987.9348,1191186,11,0,0,72,132,2.465797336,4.931594672,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
80,99566903,7,7,379,11595,373,0,54.14285714,140.6205634,4344,0,1656.428571,1547.737688,120.2608461,0.140608973,7658992.538,27600000.0,99500000,2,99500000,16600000.0,40600000.0,99500000,2,49569,8261.5,14926.88653,37167,49,0,0,220,232,0.070304487,0.070304487,0,4344,798.2666667,1313.663387,1725711.495,0,0,0,0,1,0,0,0,1,855.2857143,54.14285714,1656.428571,7,379,7,11595,251,235,2,20,2032.0,0.0,2032,2032,99500000.0,0.0,99500000,99500000,DoS Hulk,DoS
21,245,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,57142.85714,12244.89796,122.5,50.20458146,158,87,245,245.0,0.0,245,245,0,0.0,0.0,0,0,1,0,64,20,8163.265306,4081.632653,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,Brute Force
53,30623,1,1,51,179,51,51,51.0,0.0,179,179,179.0,0.0,7510.694576,65.31038762,30623.0,0.0,30623,30623,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,32.65519381,32.65519381,51,179,93.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,140.5,51.0,179.0,1,51,1,179,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
80,805206,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,14447.23462,11.17726395,100650.75,284223.9504,804069,3,871,435.5,369.8168466,697,174,805085,161017.0,359477.1993,804069,3,0,0,72,132,3.725754652,7.451509303,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
53,55,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,3127272.72727273,72727.2727272727,18.3333333333,28.3078316607,51,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,64,64,36363.6363636364,36363.6363636364,35,51,41.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,2,70,2,102,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,DoS
21,9498804,9,15,104,188,23,0,11.55555556,9.221050796,34,0,12.53333333,14.54975045,30.7407122,2.526633879,412991.4783,1074863.448,3307938,3,6150725,768840.625,1423281.835,3192976,3,9498665,678476.0714,1327106.271,3307938,3,0,0,296,488,0.947487705,1.579146175,0,34,11.68,12.56887691,157.9766667,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,9,104,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,Brute Force
53,139,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,1151079.137,28776.97842,46.33333333,74.19119445,132,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,40,40,14388.48921,14388.48921,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
22,73,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,13698.63014,13698.63014,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator,Brute Force
22,49,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,20408.16327,20408.16327,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator,Brute Force
62987,129696,7,2,11607,26,4380,0,1658.142857,2127.59774,20,6,13.0,9.899494937,89694.3622,69.39304219,16212.0,45565.46068,128980,2,129696,21616.0,52597.89072,128980,2,49,49.0,0.0,49,49,0,0,164,40,53.97236615,15.42067604,0,4380,1163.3,1911.191138,3652651.567,0,0,0,1,0,0,0,0,0,1292.555556,1658.142857,13.0,7,11607,2,26,8192,256,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
80,10973,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,1640.390048,364.5311218,3657.666667,6304.975205,10938,1,10973,5486.5,7757.668496,10972,1,0,0.0,0.0,0,0,0,0,60,32,273.3983414,91.13278046,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,3,18,1,0,0,235,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,DoS
443,92651,13,8,1170,5450,885,0,90.0,242.2120283278,1397,0,681.25,696.0102113372,71450.9287541419,226.6570247488,4632.55,7057.7149610233,16273,0,92651,7720.9166666667,10292.6749015398,30855,0,63602,9086.0,12238.9943078125,31343,2,0,0,284,172,140.3114915112,86.3455332376,0,1397,300.9090909091,530.9966289097,281957.41991342,0,0,0,1,0,0,0,0,0,315.2380952381,90.0,681.25,13,1170,8,5450,65535,32,12,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
21,41,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,341463.4146,48780.4878,41.0,0.0,41,41,41,41.0,0.0,41,41,0,0.0,0.0,0,0,1,0,64,0,48780.4878,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,Brute Force
53,188,2,2,78,272,39,39,39.0,0.0,136,136,136.0,0.0,1861702.128,21276.59574,62.66666667,102.4808925,181,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,64,64,10638.29787,10638.29787,39,136,77.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,97.25,39.0,136.0,2,78,2,272,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,30894,1,1,64,112,64,64,64.0,0.0,112,112,112.0,0.0,5696.899074,64.73748948,30894.0,0.0,30894,30894,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,32.36874474,32.36874474,64,112,80.0,27.71281292,768.0,0,0,0,0,0,0,0,0,1,120.0,64.0,112.0,1,64,1,112,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
443,2533620,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.578768718,844540.0,1419363.964,2483222,-1,2533620,1266810.0,1720264.934,2483221,50399,0,0.0,0.0,0,0,0,0,72,32,1.184076539,0.39469218,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,3,0,1,0,8192,26883,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,143,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,1202797.203,27972.02797,47.66666667,77.36493607,137,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,64,64,13986.01399,13986.01399,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,2,70,2,102,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
80,100175898,6,8,752,11595,370,0,125.3333333,189.5369797,5792,0,1449.375,2046.673464,123.2532001,0.139754175,7705838.308,27700000.0,99800000,2,100000000,20000000.0,44600000.0,99800000,2,100000000,14300000.0,37700000.0,99800000,45,0,0,176,264,0.059894647,0.079859529,0,5792,823.5333333,1608.646497,2587743.552,1,0,0,0,0,0,0,0,1,882.3571429,125.3333333,1449.375,6,752,8,11595,0,235,3,20,11986.0,0.0,11986,11986,99800000.0,0.0,99800000,99800000,DoS Hulk,DoS
80,81987659,8,5,56,11607,20,0,7.0,5.656854249,10135,0,2321.4,4413.201989,142.2531164,0.158560449,6832304.917,21600000.0,75100000,1,80200000,11500000.0,28100000.0,75100000,1,1772302,443075.5,885445.7487,1771244,4,0,0,172,112,0.097575661,0.060984788,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,8,56,5,11607,256,229,6,20,1002.0,0.0,1002,1002,40100000.0,49600000.0,75100000,5067877,DDoS,DDoS
21,9478720,9,15,107,188,26,0,11.88888889,9.701088141,34,0,12.53333333,14.54975045,31.12234563,2.531987441,412118.2609,1071595.488,3368710,3,6582275,822784.375,1520132.241,3412688,3,9478642,677045.8571,1322934.134,3368710,3,0,0,296,488,0.949495291,1.582492151,0,34,11.8,12.68857754,161.0,0,0,0,1,0,0,0,0,1,12.29166667,11.88888889,12.53333333,9,107,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,Brute Force
53,26943,2,2,136,300,68,68,68.0,0.0,150,150,150.0,0.0,16182.3108,148.461567,8981.0,15513.13086,26894,1,48,48.0,0.0,48,48,1,1.0,0.0,1,1,0,0,40,40,74.23078351,74.23078351,68,150,100.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,126.0,68.0,150.0,2,136,2,300,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,30908,2,2,58,122,29,29,29.0,0.0,61,61,61.0,0.0,5823.734955,129.4163323,10302.66667,17841.27805,30904,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,40,40,64.70816617,64.70816617,29,61,41.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,52.25,29.0,61.0,2,58,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
42986,5,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,400000.0,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,200000.0,200000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,1,0,1,0,972,429,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
52893,85,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,141176.470588235,23529.4117647059,85.0,0.0,85,85,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,11764.7058823529,11764.7058823529,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,1,6,1,6,60,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
80,989,6,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6066.734075,197.8,440.0587461,985,0,989,197.8,440.0587461,985,0,0,0.0,0.0,0,0,0,0,192,0,6066.734075,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,6,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,DoS
53,48210,2,2,70,174,35,35,35.0,0.0,87,87,87.0,0.0,5061.190624,82.9703381,16070.0,27829.72639,48205,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,64,64,41.48516905,41.48516905,35,87,55.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,69.75,35.0,87.0,2,70,2,174,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,50128,2,2,66,122,33,33,33.0,0.0,61,61,61.0,0.0,3750.398979,79.79572295,16709.33333,28897.25576,50077,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,40,40,39.89786147,39.89786147,33,61,44.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,55.25,33.0,61.0,2,66,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
21,48,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,291666.6667,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,1,0,64,0,41666.66667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,Brute Force
443,279,3,0,46,0,46,0,15.33333333,26.55811238,0,0,0.0,0.0,164874.552,10752.68817,139.5,118.0868325,223,56,279,139.5,118.0868325,223,56,0,0.0,0.0,0,0,0,0,60,0,10752.68817,0.0,0,46,11.5,23.0,529.0,0,0,0,0,1,0,0,0,0,15.33333333,15.33333333,0.0,3,46,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
80,93958613,8,6,56,11601,20,0,7.0,5.656854249,5840,0,1933.5,2201.078258,124.0652626,0.149001774,7227585.615,25700000.0,92700000,51,93900000,13400000.0,34900000.0,92700000,92,55012,11002.4,16992.01603,39002,151,0,0,172,132,0.085143871,0.063857903,0,5840,777.5333333,1638.521584,2684752.981,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,8,56,6,11601,256,229,6,20,1252184.0,0.0,1252184,1252184,92700000.0,0.0,92700000,92700000,DDoS,DDoS
22,12784836,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,371.7685546,4.145536165,245862.2308,664654.0933,2368375,8,11100000,553947.2,973788.0531,2416603,330,12800000,412409.6774,824693.2477,2368375,8,0,0,680,1032,1.642570933,2.502965232,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator,Brute Force
53,426085,2,2,64,322,32,32,32.0,0.0,161,161,161.0,0.0,905.9225272,9.387798209,142028.3333,245996.8253,426081,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,64,64,4.693899105,4.693899105,32,161,83.6,70.65620992,4992.3,0,0,0,0,0,0,0,0,1,104.5,32.0,161.0,2,64,2,322,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,217,2,2,60,288,30,30,30.0,0.0,144,144,144.0,0.0,1603686.636,18433.17972,72.33333333,120.964182,212,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,64,64,9216.589862,9216.589862,30,144,75.6,62.44037156,3898.8,0,0,0,0,0,0,0,0,1,94.5,30.0,144.0,2,60,2,288,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53468,220,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,54545.45455,9090.909091,220.0,0.0,220,220,220,220.0,0.0,220,220,0,0.0,0.0,0,0,0,0,40,0,9090.909091,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,2,12,0,0,32,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
2968,52,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,230769.2308,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,19230.76923,19230.76923,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,1,6,1,6,237,16393,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot,Bot
